,sms,spam/ham_spam
470,tension ah what machi ani problem,0
471,k can i pick up anoth th when you re done,0
472,when re you guy get back g said you were think about not stay for mcr,0
473,almost there see u in a sec,0
474,yo carlo a few friend are alreadi ask me about you you work at all thi weekend,0
475,watch tv lor,0
476,thank you babi i cant wait to tast the real thing,0
477,you should chang your fb to jaykwon thuglyf falconerf,0
478,if we win it realli no side for long time,0
479,free messag activ your free text messag by repli to thi messag with the word free for term condit visit www com,1
480,dear reach railway what happen to you,0
481,depend on qualiti if you want the type i sent boy fade glori then about if you want ralph mayb,0
482,i think i ve fix it can you send a test messag,0
483,sorri man my account s dri or i would if you want we could trade back half or i could buy some shit with my credit card,0
484,congrat year special cinema pass for is your call now c suprman v matrix starwar etc all free bx ip we pm dont miss out,1
485,sorri in meet i ll call later,0
486,what class of lt gt reunion,0
487,are you free now can i call now,0
488,got meh when,0
489,nope think i will go for it on monday sorri i repli so late,0
490,some of them told accentur is not confirm is it true,0
491,kate jackson rec center befor ish right,0
492,dear i have reach room,0
493,fight with the world is easi u either win or lose bt fightng with some who is close to u is dificult if u lose u lose if u win u still lose,0
494,when can come out,0
495,check with nuerologist,0
496,lolnic i went from a fish to water,0
497,congratul in thi week s competit draw u have won the prize to claim just call b t cs stop sm over onli ppm,1
498,no it s wait in e car dat s bore wat co wait outsid got noth do at home can do my stuff or watch tv wat,0
499,mayb westshor or hyde park villag the place near my hous,0
500,you should know now so how s anthoni are you bring money i ve school fee to pay and rent and stuff like that that whi i need your help a friend in need,0
501,what s the signific,0
502,your opinion about me over jada kusruthi lovabl silent spl charact not matur stylish simpl pl repli,0
503,at the latest g s still there if you can scroung up some ammo and want to give the new ak a tri,0
504,prabha i m soryda reali frm heart i m sori,0
505,lol ok your forgiven,0
506,no jst chang tat onli,0
507,you are guarante the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnw h p mtmsgrcvd,1
508,s no competit for him,0
509,boltblu tone for p repli poli or mono eg poli cha cha slide yeah slow jamz toxic come with me or stop more tone txt more,1
510,your credit have been top up for http www bubbletext com your renew pin is tgxxrz,1
511,that way transport is less problemat than on sat night by the way if u want to ask n to join my bday feel free but need to know definit no as book on fri,0
512,usual the person is unconsci that s in children but in adult they may just behav abnorm i ll call you now,0
513,but that s on ebay it might be less elsewher,0
514,shall i come to get pickl,0
515,were gonna go get some taco,0
516,that s veri rude you on campu,0
517,urgent your mobil no wa award a bonu caller prize on thi is our nd attempt to contact you call box qu,1
518,hi i won t b ard christma but do enjoy n merri x ma,0
519,today s offer claim ur worth of discount voucher text ye to now savamob member offer mobil t cs sub unsub repli x,1
520,ye how is a pretti ladi like you singl,0
521,you will reciev your tone within the next hr for term and condit pleas see channel u teletext pg,1
522,jay say that you re a doubl faggot,0
523,privat your account statement for show un redeem s i m point call identifi code expir,1
524,what today sunday sunday is holiday so no work,0
525,i ll be late,0
526,i ve not call you in a while thi is hope it wa l r malaria and that you know that we miss you guy i miss bani big so pl give her my love especi have a great day,0
527,good afternoon my love how goe that day i hope mayb you got some lead on a job i think of you boytoy and send you a passion kiss from across the sea,0
528,probabl gonna be here for a while see you later tonight lt,0
529,or mayb my fat finger just press all these button and it doesn t know what to do,0
530,ummmmmaah mani mani happi return of d day my dear sweet heart happi birthday dear,0
531,i am in tirupur da onc you start from offic call me,0
532,from www applausestor com monthlysubscript p msg max month t csc web age stop txt stop,1
533,a famou quot when you develop the abil to listen to anyth uncondit without lose your temper or self confid it mean you are marri,0
534,but am go to colleg pa what to do are els ill come there it self pa,0
535,oclock at mine just to bash out a flat plan,0
536,thi girl doe not stay in bed thi girl doesn t need recoveri time id rather pass out while have fun then be coop up in bed,0
537,then ani special there,0
538,i know but you need to get hotel now i just got my invit but i had to apologis cali is to sweet for me to come to some english bloke s weddin,0
539,sorri that took so long omw now,0
540,wait lt gt min,0
541,ok give me minut i think i see her btw you re my alibi you were cut my hair the whole time,0
542,imagin you final get to sink into that bath after i have put you through your pace mayb even have you eat me for a while befor i left but also imagin the feel of that cage on your cock surround by the bath water remind you alway who own you enjoy my cuck,0
543,hurri up i ve been weed defici for like three day,0
544,sure if i get an acknowledg from you that it s astoundingli tactless and gener faggi to demand a blood oath fo,0
545,ok everi night take a warm bath drink a cup of milk and you ll see a work of magic you still need to loos weight just so that you know,0
546,i ll have a look at the fri pan in case it s cheap or a book perhap no that s silli a fri pan isn t like to be a book,0
547,o well uv caus mutat sunscreen is like essenti theseday,0
548,have lunch you are not in onlin whi,0
549,i know that my friend alreadi told that,0
550,hi princess thank you for the pic you are veri pretti how are you,0
551,aiyo u alway c our ex one i dunno abt mei she haven repli first time u repli so fast y so lucki not workin huh got bao by ur sugardad ah gee,0
552,hi msg me i m in offic,0
553,thanx e browni it s v nice,0
554,geeeee i love you so much i can bare stand it,0
555,gent we are tri to contact you last weekend draw show that you won a prize guarante call claim code k valid hr onli ppm,1
556,fuck babe i miss you alreadi you know can t you let me send you some money toward your net i need you i want you i crave you,0
557,ill call u mrw at ninish with my address that icki american freek wont stop callin me bad jen k eh,0
558,oooh bed ridden ey what are you think of,0
559,so anyway you can just go to your gym or whatev my love smile i hope your ok and have a good day babe i miss you so much alreadi,0
560,love it daddi will make you scream with pleasur i am go to slap your ass with my dick,0
561,wot u wanna do then missi,0
562,yar lor wait my mum finish sch then have lunch lor i whole morn stay at home clean my room now my room quit clean hee,0
563,do you know where my lab goggl went,0
564,can you open the door,0
565,wait for your call,0
566,nope i wait in sch daddi,0
567,you have won cash or a prize to claim call,1
568,i m tire of argu with you about thi week after week do what you want and from now on i ll do the same,0
569,wait me in sch i finish ard,0
570,our mobil number ha won to claim call us back or ring the claim hot line on,1
571,arngd marriag is while u r walkin unfortuntli a snake bite u bt love marriag is danc in frnt of d snake amp sayin bite me bite me,0
